d,p,n,par,family,dvine,norm_error,sum_error,max_norm_error,last_param_error
10,45,100,function (t)  0.5^t,1004,FALSE,0.8238052917595612,1.3016513805912402,0.3838557179844547,-0.03521530045585352
10,45,100,function (t)  0.5^t,1004,FALSE,0.9093005812769319,1.6337329204277269,0.5896985512671375,-0.12481618702559427
10,45,100,function (t)  0.5^t,1004,FALSE,0.7284986049794202,0.3691204827911544,0.29533851022173485,-0.09342631767200557
10,45,100,function (t)  0.5^t,1004,FALSE,0.6852061857205701,0.9785060185853335,0.3654452052736461,-0.0019527512497878226
10,45,100,function (t)  0.5^t,1004,FALSE,0.7752621230964516,1.2751966398826846,0.41368997007684605,0.004532184736561628
10,45,100,function (t)  0.5^t,1004,FALSE,0.6726488187226582,1.2775635457321228,0.3530130065018203,-0.0019526228124537347
10,45,100,function (t)  0.5^t,1004,FALSE,0.5367616104325238,-0.6887001506061932,0.2674558751436468,0.016877335464304952
10,45,100,function (t)  0.5^t,1004,FALSE,0.6673259638753588,-0.2721760926858847,0.32325805240550587,-0.10909935645244177
10,45,100,function (t)  0.5^t,1004,FALSE,0.7360912600491847,-1.7034776863334937,0.2431884974783221,-0.06650067999202672
10,45,100,function (t)  0.5^t,1004,FALSE,0.8107040243230978,0.4158611944216159,0.314708488524012,-0.034918947554841095
10,45,100,function (t)  0.5^t,1004,FALSE,0.6462749390819883,0.8695802485890706,0.35865621322322416,-0.037090892300304365
10,45,100,function (t)  0.5^t,1004,FALSE,0.476807476330003,-0.4107037677755522,0.1690146688777343,-0.06608699528614037
10,45,100,function (t)  0.5^t,1004,FALSE,0.7268804456915577,1.0551402212893366,0.37588780231832,0.005660530930558519
10,45,100,function (t)  0.5^t,1004,FALSE,0.7320936660576562,-1.7015297881909766,0.26636227706186527,0.11851241440438166
10,45,100,function (t)  0.5^t,1004,FALSE,0.6915536016912642,1.9674414019562996,0.27651540707523947,0.005405771594909571
10,45,100,function (t)  0.5^t,1004,FALSE,0.737992789554496,-0.3011634366560008,0.34560419911468265,-0.0019527092311565184
10,45,100,function (t)  0.5^t,1004,FALSE,0.7823521677518355,1.3824061565223598,0.34081108350624073,0.06813449973041835
10,45,100,function (t)  0.5^t,1004,FALSE,0.5262078830372237,-0.8373886626278434,0.20513465048054574,-0.06063450908273437
10,45,100,function (t)  0.5^t,1004,FALSE,0.7007859689208925,0.11024541128080337,0.33849116062298246,-0.0019530618624720552
10,45,100,function (t)  0.5^t,1004,FALSE,1.0111110238163832,2.110117513664176,0.5763102158741389,-0.011367752023918438
10,45,100,function (t)  0.5^t,1004,FALSE,0.6248027604210271,1.3406156075181856,0.2960777460597418,-0.10035450025346132
10,45,100,function (t)  0.5^t,1004,FALSE,0.847477765440055,1.7552301957276013,0.4006560091351792,-0.0019536104199903885
10,45,100,function (t)  0.5^t,1004,FALSE,0.71364199925138,0.06541399194237382,0.23634976007774966,0.0953812061773285
10,45,100,function (t)  0.5^t,1004,FALSE,0.6439952116339278,1.1199655890993327,0.24886943588393617,0.11309879272165212
10,45,100,function (t)  0.5^t,1004,FALSE,0.696062776761079,1.0962059259001153,0.345072226666468,0.11948826127306436
10,45,100,function (t)  0.5^t,1004,FALSE,0.616095927045108,0.802846662116614,0.30097084817673725,-0.06599128254510767
10,45,100,function (t)  0.5^t,1004,FALSE,0.9152930853479669,1.6951053611744369,0.39729517770700584,-0.0675964366687169
10,45,100,function (t)  0.5^t,1004,FALSE,0.6110419437554379,-0.4212064739591735,0.20346804976700728,0.04867419358949061
10,45,100,function (t)  0.5^t,1004,FALSE,0.5318128203104578,0.023423401770488114,0.24192124747468363,-0.07852356973299995
10,45,100,function (t)  0.5^t,1004,FALSE,0.7215081522770755,0.9784659249774782,0.311332178489519,0.18844729669318275
10,45,100,function (t)  0.5^t,1004,FALSE,0.7522509454668895,0.7635944264235686,0.3420564061041663,-0.046917253768923806
10,45,100,function (t)  0.5^t,1004,FALSE,0.822897966623192,-0.16326237668670346,0.40085763162966126,0.22640372474812584
10,45,100,function (t)  0.5^t,1004,FALSE,0.6280396693268814,0.9640203047168155,0.3106651820053279,0.11630276649593542
10,45,100,function (t)  0.5^t,1004,FALSE,0.6221282393004905,0.9896165322315998,0.24788874791961413,0.019754608758504884
10,45,100,function (t)  0.5^t,1004,FALSE,0.7484451226382431,2.3624456262458446,0.2302505328689256,-0.054135170890303036
10,45,100,function (t)  0.5^t,1004,FALSE,0.6684844558392564,-0.0606746392319918,0.3157144711241069,-0.044092704238403925
10,45,100,function (t)  0.5^t,1004,FALSE,0.7269423538048049,0.772423459662955,0.3083209910915784,-0.001953108572910135
10,45,100,function (t)  0.5^t,1004,FALSE,0.7255971652554213,-0.01695151288920317,0.33301959630099065,0.0033668264188836967
10,45,100,function (t)  0.5^t,1004,FALSE,0.609869739356743,0.1677046863160701,0.2202216578940685,-0.019643764583681403
10,45,100,function (t)  0.5^t,1004,FALSE,0.8680172595302335,2.6422647760294518,0.37137983761826787,0.18478927502976003
10,45,100,function (t)  0.5^t,1004,FALSE,0.8487424626202948,1.1940594083194154,0.36375368233913463,-0.19064686104076342
10,45,100,function (t)  0.5^t,1004,FALSE,0.7541516019316128,0.6951496993763536,0.3593401397776931,0.071907972680052
10,45,100,function (t)  0.5^t,1004,FALSE,0.5491145936003307,0.123958938090921,0.21329690908642618,0.0029017339898677157
