d,p,n,par,family,dvine,norm_error,sum_error,max_norm_error,last_param_error
100,197,100,function (t)  1/(t + 1),1,FALSE,1.2260080355568297,8.055613278006462,0.21492452452786928,0.026844800811199332
100,197,100,function (t)  1/(t + 1),1,FALSE,1.308300980146009,-1.723062257610636,0.3529531333436993,0.09132436654630877
100,197,100,function (t)  1/(t + 1),1,FALSE,1.2059171769409658,7.686544860688336,0.1919566757515424,0.07995372713954385
100,197,100,function (t)  1/(t + 1),1,FALSE,1.0740956680260747,1.331714104395667,0.309368523308654,-0.1622754343588387
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1594617440183368,3.987150910327338,0.20881878147821764,-0.01688668911342661
100,197,100,function (t)  1/(t + 1),1,FALSE,1.3479402265500835,9.34035176437822,0.23908698622005303,0.006828357203303381
100,197,100,function (t)  1/(t + 1),1,FALSE,1.0926712291176524,-2.295238610619762,0.21778620572977364,0.11298976719475418
100,197,100,function (t)  1/(t + 1),1,FALSE,1.219566530902697,6.584065865474639,0.3016155139068866,-0.08426599163296522
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1449873684573313,-1.037082001393404,0.25937989386448435,0.03402665602459848
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1419639909813062,5.284052961639127,0.22885230176555033,0.022365720931956656
100,197,100,function (t)  1/(t + 1),1,FALSE,1.2654416888121698,4.830194169439431,0.3188946068492398,0.11372954165910393
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1653509889581493,8.503469359417192,0.23802583663173155,-0.007438145033679788
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1973020698844778,-1.8228601408992802,0.24636999727070708,-0.022696060838150955
100,197,100,function (t)  1/(t + 1),1,FALSE,1.177145906770086,-0.23901003303346555,0.2613869995638655,-0.06707492536265408
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1676862406096629,1.4913056951667172,0.28310079410242167,0.06950658270053939
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1000588925754942,-0.8925393238294661,0.24014122387913212,-0.0755203532178208
100,197,100,function (t)  1/(t + 1),1,FALSE,1.083762444982156,1.766174679294298,0.22138114492195948,0.12419139119629391
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1984385810825309,3.6445432529100463,0.2621694265796887,0.066584970083715
100,197,100,function (t)  1/(t + 1),1,FALSE,1.3359653367465196,6.237033807299966,0.2434074872837503,-0.03437536023557486
100,197,100,function (t)  1/(t + 1),1,FALSE,1.3670016632483843,10.088186128862022,0.24982892922767153,-0.06113044174456833
100,197,100,function (t)  1/(t + 1),1,FALSE,1.2500893809984455,2.7200002338032028,0.2881872417802614,-0.020438064230520137
100,197,100,function (t)  1/(t + 1),1,FALSE,1.2107016382029758,5.88368119045696,0.23396909074248107,0.002932841276952647
100,197,100,function (t)  1/(t + 1),1,FALSE,1.178218748515495,6.164861011501503,0.26206806580360387,0.039734021029916244
100,197,100,function (t)  1/(t + 1),1,FALSE,1.2393368974457748,5.5216838402955535,0.2481729277731482,-0.05529871295992195
100,197,100,function (t)  1/(t + 1),1,FALSE,1.2295278649154042,7.216623445647799,0.22115257099809782,-0.00872557416888925
100,197,100,function (t)  1/(t + 1),1,FALSE,1.248193274916221,8.741436099178832,0.2762409462378554,0.02864006766342797
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1967077950536444,-2.2656678770881644,0.2219052177462953,-0.11210579279801589
100,197,100,function (t)  1/(t + 1),1,FALSE,1.040184944751203,1.4310837862970014,0.1936032787062328,0.15320427425975974
100,197,100,function (t)  1/(t + 1),1,FALSE,1.160191344286239,4.309017239184791,0.24582866710501305,0.09243755657874897
100,197,100,function (t)  1/(t + 1),1,FALSE,1.17135377805965,2.2103696931900574,0.3042416167469313,0.11231534326883957
100,197,100,function (t)  1/(t + 1),1,FALSE,1.2356838129412748,0.6771772081983082,0.2838758079049185,-0.057266080164001254
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1410343174239916,4.590538634069693,0.2987560693880399,0.03792255264082223
100,197,100,function (t)  1/(t + 1),1,FALSE,1.1967899919881564,4.693069978593787,0.1983462751746295,0.0861224920772507
100,197,100,function (t)  1/(t + 1),1,FALSE,1.263500013083367,-1.314569730705325,0.21718674400014099,-0.061818648486324734
